id,city,age,date,protectionorder,why1,why2,killer1,killer2,killingway1,killingway2,killingway3,statusofkiller,year
982,,, 25/10/2014 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,,,2014
983,,, 26/01/2014 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,,,2014
984,,, 26/02/2014 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2014
985,,, 26/03/2014 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Atesli Silah,,,,2014
986,,, 26/04/2014 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2014
987,,, 26/05/2014 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2014
988,,, 26/09/2014 ,   Yok ,Tartisma,,Damadi,,Kesici Alet,,,,2014
989,,, 26/10/2014 ,   Tespit Edilemeyen ,Hirsizlik,,Akrabasi,,Bogulma,,,,2014
990,,, 27/01/2014 ,   Yok ,Tespit Edilemeyen,,Kizinin Eski Sevgilisi,,Kesici Alet,,,,2014
991,,, 27/01/2014 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,,,2014
992,,, 27/05/2014 ,   Yok ,Kizini Korurken,,Damadi,,Kesici Alet,,,,2014
993,,, 27/05/2014 ,   Yok ,Ayrilik,,Eski Sevgilisi,,Atesli Silah,,,,2014
994,,, 27/05/2014 ,   Yok ,Tore,,Enistesi,,Bogulma,,,,2014
995,,, 27/06/2014 ,   Yok ,Kiskanclik,,Kocasi,,Darp,,,,2014
996,,, 27/08/2014 ,   Tespit Edilemeyen ,Reddedilme,,Kizinin Sevgilisi,,Atesli Silah,,,,2014
997,,, 27/09/2014 ,   Yok ,Tartisma,,Sevgilisi,,Darp,,,,2014
998,,, 27/09/2014 ,   Yok ,Kriz ve Issizlik,,Babasi,,Atesli Silah,,,,2014
999,,, 27/10/2014 ,   Yok ,Siddetli Gecimsizlik,,Kocasi,,Kesici Alet,,,,2014
1000,,, 27/11/2014 ,   Yok ,Ailevi Nedenler,,Kocasi,,Atesli Silah,,,,2014
1001,,, 27/12/2014 ,   Tespit Edilemeyen ,Para,,Eski Sevgilisi,,Bogulma,,,,2014
1002,,, 28/01/2014 ,   Yok ,Siddetli Gecimsizlik,,Kocasi,,Atesli Silah,,,,2014
1003,,, 28/03/2014 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Sevgilisi,,Iskence,,,,2014
1004,,, 28/05/2014 ,   Yok ,Terk Edilme,,Kocasi,,Bogulma,,,,2014
1005,,, 28/07/2014 ,   Yok ,Tartisma,,Kocasi,,Darp,,,,2014
1006,,, 28/10/2014 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,,,2014
1007,,, 29/04/2014 ,   Tespit Edilemeyen ,Reddedilme,,Dini Nikahli Esi,,Atesli Silah,,,,2014
1008,,, 29/05/2014 ,   Yok ,Nefret,,Tanimadigi Birisi,,Kesici Alet,,,,2014
1009,,, 29/09/2014 ,   Tespit Edilemeyen ,Bosanma,,Kocasi,,Atesli Silah,,,,2014
1010,,, 29/11/2014 ,   Var ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2014
1011,,, 29/12/2014 ,   Yok ,Reddedilme,,Kocasi,,Atesli Silah,,,,2014
1012,,, 29/12/2014 ,   Var ,Siddetli Gecimsizlik,,Kocasi,,Tespit Edilemeyen,,,,2014
1013,,, 29/12/2014 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2014
1014,,, 30/01/2014 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2014
1015,,, 30/03/2014 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,,,2014
1016,,, 30/03/2014 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2014
1017,,, 30/03/2014 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,,2014
1018,,, 30/05/2014 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2014
1019,,, 30/05/2014 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2014
1020,,, 30/06/2014 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2014
1021,,, 30/06/2014 ,   Var ,Reddedilme,,Arkadasi,,Kesici Alet,,,,2014
1022,,, 30/08/2014 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2014
1023,,, 30/09/2014 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2014
1024,,, 30/09/2014 ,   Yok ,Tespit Edilemeyen,,Ailesi,,Atesli Silah,,,,2014
1025,,, 31/01/2014 ,   Yok ,Bakire Olmamasi,,Nisanlisi,,Kesici Alet,,,,2014
1026,,, 31/05/2014 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2014
1027,,, 31/08/2014 ,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Iskence,,,,2014
1028,,, 31/12/2014 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,,,2014
1029,,, 31/12/2014 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2014
1030, Adana , Resit ,01/01/2015,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1031, Adana , Resit ,14/09/2015,   Yok ,Tartisma,,Kardesi,,Kesici Alet,,, Tutuklu ,2015
1032, Adana ,,30/09/2015,   Yok ,Namus,,Akrabasi,,Atesli Silah,,, Tutuklu ,2015
1033, Adana ,, 01/01/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2015
1034, Adana ,, 01/03/2015 ,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Araniyor ,2015
1035, Adana , Resit , 01/03/2015 ,   Yok ,Tartisma,,Torunu,,Atesli Silah,,, Tutuklu ,2015
1036, Adana , Tespit Edilemeyen, 01/03/2015 ,   Tespit Edilemeyen,,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Tespit Edilemeyen,2015
1037, Adiyaman , Resit , 01/04/2015 ,   Yok ,Tartisma,,Babasi,,Atesli Silah,,, Intihar ,2015
1038, Afyonkarahisar , Resit , 01/06/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1039, Afyonkarahisar , Resit , 01/07/2015 ,   Yok ,Para,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2015
1040, Antalya , Resit , 01/10/2015 ,   Var ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2015
1041, Ankara , Resit , 02/01/2015 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Yuksekten Dusme,,, Sorusturma Suruyor ,2015
1042, Ankara ,Resit, 02/03/2015 ,   Yok ,Bosanma,,Eski Kocasi,,Bogulma,,,,2015
1043, Ankara , Resit , 02/04/2015 ,   Yok ,Tespi Edilemeyen,,Abisi,,Kesici Alet,,, Tutuklu ,2015
1044, Ankara , Resit , 02/05/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2015
1045, Ankara ,, 02/06/2015 ,   Yok ,Tartisma,,Sevgilisi,,Darp,Yakilma,, Tutuklu ,2015
1046, Ankara , Resit , 02/06/2015 ,   Var ,Bosanma Talebi,,Kocasi,,Kesici Alet,Darp,Bogulma, Tespit Edilemeyen,2015
1047, Antalya ,, 02/09/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1048, Antalya ,, 02/11/2015 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2015
1049, Antalya , Resit , 02/11/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1050, Antalya , Resit , 02/11/2015 ,   Var ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1051, Antalya , Resit , 02/12/2015 ,   Yok ,Tespit Edilemeyen,,Eski Nisanlisi,,Atesli Silah,,, Intihar ,2015
1052, Antalya , Resit , 02/12/2015 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2015
1053, Antalya , Resit , 03/02/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Sorusturma Suruyor ,2015
1054, Artvin ,, 03/05/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2015
1055, Aydin ,, 03/06/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2015
1056, Aydin , Resit , 03/09/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1057, Balikesir ,Resit, 03/10/2015 ,   Yok ,Kiskanclik,,Eski Nisanlisi,,Atesli Silah,,,,2015
1058, Balikesir , Resit , 03/11/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2015
1059, Balikesir ,, 03/12/2015 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2015
1060, Balikesir ,, 03/12/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2015
1061, Bingol , Resit , 04/03/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1062, Bingol , Resit , 04/03/2015 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2015
1063, Bitlis ,, 04/03/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Kacak ,2015
1064, Burdur , Resit , 04/06/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1065, Bursa , Resit , 04/09/2015 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2015
1066, Bursa , Resit , 04/10/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1067, Bursa , Resit , 04/10/2015 ,   Yok ,Reddedilme,,Amcasi,,Kesici Alet,,, Tutuklu ,2015
1068, Bursa , Resit , 04/11/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1069, Bursa , Resit , 04/11/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Tutuklu ,2015
1070, Bursa , Resit , 04/11/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1071, Bursa ,, 04/12/2015 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1072, Bursa , Resit , 04/12/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1073, Bursa ,, 05/01/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,Tespit Edilemeyen,2015
1074, Canakkale , Resit , 05/02/2015 ,   Yok ,Tartisma ,Bosanma Talebi,Kocasi,,Kesici Alet,,,Tespit Edilemeyen,2015
1075, Canakkale , Resit , 05/02/2015 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1076, Canakkale , Resit , 05/02/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1077, Corum ,, 05/03/2015 ,Tespit Edilemeyen,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,, Tespit Edilemeyen,2015
1078, Denizli ,, 05/04/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2015
1079, Diyarbakir , Resit , 05/10/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1080, Diyarbakir , Resit , 06/02/2015 ,   Yok ,Tespit Edilemeyen,,Amcasi,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2015
1081, Diyarbakir , Resit Degil , 06/02/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2015
1082, Diyarbakir ,, 06/03/2015 ,   Yok ,Tartisma,Aldatma Suphesi,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1083, Duzce , Resit , 06/04/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2015
1084, Edirne , Resit , 06/05/2015 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1085, Edirne ,, 06/05/2015 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1086, Elazig , Resit , 06/07/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1087, Elazig , Resit , 06/09/2015 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1088, Elazig ,, 06/09/2015 ,   Var ,Tartisma,,Oglu,,Darp,,, Araniyor ,2015
1089, Elazig ,, 06/09/2015 ,   Yok ,Tespit Edilemeyen,,Babasi,,Kesici Alet,,, Tutuklu ,2015
1090, Eskisehir ,, 06/12/2015 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1091, Eskisehir , Resit , 06/12/2015 ,   Var  ,Kiskanclik,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2015
1092, Gaziantep , Resit , 07/02/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1093, Gaziantep ,, 07/03/2015 ,   Yok ,Kiskanclik,,Eski Kocasi,,Atesli Silah,,, Kacak ,2015
1094, Gaziantep , Resit , 07/06/2015 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2015
1095, Gaziantep ,Resit Degil, 07/08/2015 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Babasi,,Tespit Edilemeyen,,,,2015
1096, Gaziantep , Resit , 07/08/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2015
1097, Gaziantep ,, 07/09/2015 ,   Yok ,Tartisma,,Akrabasi,,Kesici Alet,,, Tutuklu ,2015
1098, Gaziantep ,Resit, 07/09/2015 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,,,2015
1099, Gaziantep ,Resit, 07/09/2015 ,   Yok ,Namus,,Babasi,,Atesli Silah,,,,2015
1100, Gaziantep , Resit Degil , 07/09/2015 ,   Yok ,Tespit Edilemeyen,,Babasi,,Darp,,, Tutuklu ,2015
1101, Gaziantep ,, 07/09/2015 ,   Yok ,Tartisma,,Kocasi,,Yuksekten Dusme,,, Tutuklu ,2015
1102, Hatay ,, 07/11/2015 ,   Yok ,Reddedilme,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2015
1103, Istanbul , Resit , 08/07/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1104, Istanbul , Resit , 08/09/2015 ,   Yok ,Para,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2015
1105, Istanbul , Resit , 08/10/2015 ,   Yok ,Haset,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1106, Istanbul ,, 08/11/2015 ,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,Darp,, Tutuklu ,2015
1107, Istanbul , Resit , 08/12/2015 ,   Yok ,Tespit Edilemeyen,,Kardesi,,Kesici Alet,,, Tutuklu ,2015
1108, Istanbul , Resit , 09/01/2015 ,   Yok ,Husumet ,Tartisma,Akrabasi,,Darp,Bogulma,Yakılma, Tutuklu ,2015
1109, Istanbul ,, 09/02/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2015
1110, Istanbul , Resit , 09/04/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2015
1111, Istanbul , Resit , 09/05/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2015
1112, Istanbul , Resit , 09/05/2015 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Intihar ,2015
1113, Istanbul ,, 09/07/2015 ,   Tespit Edilemeyen,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1114, Istanbul ,Resit, 09/09/2015 ,   Yok ,Reddedilme,,Eski Kocasi,,Bogulma,,,,2015
1115, Istanbul , Resit Degil , 10/01/2015 ,   Yok ,Bosanma Talebi,,Babasi,,Atesli Silah,,, Intihar ,2015
1116, Istanbul , Resit , 10/02/2015 ,   Yok ,Hirsizlik,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1117, Istanbul , Resit , 10/02/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2015
1118, Istanbul , Resit , 10/02/2015 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Intihar ,2015
1119, Istanbul , Resit , 10/04/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,Tespit Edilemeyen,2015
1120, Istanbul ,, 10/04/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1121, Istanbul , Resit , 10/05/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2015
1122, Istanbul , Resit Degil , 10/06/2015 ,   Yok ,Tespit Edilemeyen,,Babasi,,Bogulma,,,Sorusturma Suruyor,2015
1123, Istanbul ,, 10/08/2015 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,, Araniyor ,2015
1124, Istanbul ,Resit, 10/12/2015 ,   Tespit Edilemeyen ,Para,,Oglu,,Iskence,,,,2015
1125, Izmir ,Resit, 11/01/2015 ,   Tespit Edilemeyen ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2015
1126, Izmir ,, 11/06/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1127, Izmir ,, 11/06/2015 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1128, Izmir ,, 11/09/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,, Tespit Edilemeyen,2015
1129, Izmir ,Resit, 11/09/2015 ,   Tespit Edilemeyen ,Namus,,Ailesi,Kocasi,Bogulma,,,,2015
1130, Izmir ,, 11/11/2015 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1131, Izmir , Tespit Edilemeyen , 12/01/2015 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Sorusturma Suruyor ,2015
1132, Izmir ,, 12/01/2015 ,   Yok ,Tespit Edilemeyen,,Amcasi,,Atesli Silah,,, Intihar ,2015
1133, Izmir ,, 12/01/2015 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1134, Kars , Resit , 12/09/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1135, Kayseri ,, 12/11/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Intihar ,2015
1136, Kayseri , Resit , 12/12/2015 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2015
1137, Kayseri , Resit , 12/12/2015 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2015
1138, Edirne , Resit , 13/01/2015 ,   Yok ,Tartisma,,Babasi,,Darp,,, Tutuklu ,2015
1139, Kirikkale , Resit , 13/03/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2015
1140, Kirsehir , Resit , 13/05/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,, Sorusturma Suruyor ,2015
1141, Kocaeli ,, 13/06/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2015
1142, Kocaeli , Resit , 13/08/2015 ,   Yok ,Tartisma,,Uvey Oglu,,Kesici Alet,,, Tutuklu ,2015
1143, Kocaeli , Resit , 13/08/2015 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1144, Kocaeli ,, 13/08/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1145, Konya , Resit , 13/12/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Sorusturma Suruyor ,2015
1146, Konya ,, 13/12/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2015
1147, Konya , Resit , 13/12/2015 ,   Yok ,Kiskanclik,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1148, Konya , Resit , 13/12/2015 ,   Yok ,Aldatma,,Kocasi,,Atesli Silah,,, Intihar ,2015
1149, Konya , Resit , 14/02/2015 ,   Yok ,Bosanma Talebi,Kendi hayatina karar vermek istemesi,Kocasi,,Atesli Silah,,, Tutuklu ,2015
1150, Konya ,, 14/02/2015 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1151, Konya , Resit , 14/02/2015 ,   Yok ,Tartisma,,Kocasinin Kardesi,,Kesici Alet,,, Tutuklu ,2015
1152, Kutahya , Resit , 14/07/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2015
1153, Kutahya , Resit , 14/07/2015 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1154, Kutahya , Resit , 14/07/2015 ,   Yok ,Tartisma,,Sevgilisi,,Bogulma,,, Tutuklu ,2015
1155, Kutahya ,, 14/07/2015 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2015
1156, Malatya ,, 14/09/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1157, Malatya , Resit , 14/09/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2015
1158, Malatya , Resit , 14/09/2015 ,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1159, Manisa , Resit , 14/10/2015 ,   Yok ,Aldatilma Suphesi,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2015
1160, Manisa ,, 14/11/2015 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Kesici Alet,,, Intihar,2015
1161, Manisa , Resit , 14/12/2015 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2015
1162, Manisa ,, 15/01/2015 ,   Yok ,Kiskanclik,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2015
1163, Manisa , Resit , 15/01/2015 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2015
1164, Manisa ,, 15/01/2015 ,   Tespit Edilemeyen,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1165, Mersin ,, 15/03/2015 ,   Yok ,Ayrilik Talebi,,Eski Sevgilisi,,Kesici Alet,,, Intihar ,2015
1166, Mersin ,, 15/03/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1167, Mersin , Resit , 15/04/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1168, Mersin ,Resit, 15/05/2015 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Iskence,,,,2015
1169, Mersin ,, 15/05/2015 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2015
1170, Mersin , Resit , 15/06/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2015
1171, Mersin ,, 15/06/2015 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Darp,Bogulma,, Tutuklu ,2015
1172, Mersin , Resit , 15/06/2015 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2015
1173, Nevsehir ,Resit, 15/12/2015 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Sevgilisi,,Bogulma,,,,2015
1174, Nevsehir , Resit , 15/12/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1175, Ordu , Resit , 16/03/2015 ,   Yok ,Para,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2015
1176, Ordu ,, 16/03/2015 ,   Yok ,Bosanma Talebi,,Damadi,,Atesli Silah,,, Tutuklu ,2015
1177, Osmaniye ,, 16/04/2015 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Tutuklu ,2015
1178, Osmaniye , Resit , 16/04/2015 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2015
1179, Sakarya ,, 16/07/2015 ,   Tespit Edilemeyen ,Kavga,,Arkadasi,,Atesli Silah,,,,2015
1180, Sakarya ,, 16/08/2015 ,   Yok ,Intikam,,Tanimadigi Birisi,,Vurucu Alet,,, Tutuklu ,2015
1181, Sakarya , Resit , 16/08/2015 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2015
1182, Sakarya , Resit , 16/09/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2015
1183, Samsun ,, 16/11/2015 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2015
1184, Sanliurfa , Resit , 17/01/2015 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2015
1185, Sanliurfa ,, 17/03/2015 ,   Yok ,Annesini Korurken,,Babasi,,Atesli Silah,,, Tutuklu ,2015
1186, Sanliurfa ,, 17/03/2015 ,   Yok ,Maganda Kursunu,,Tanimadigi Birisi,,Atesli Silah,,, Tespit Edilemeyen,2015
1187, Siirt ,, 17/04/2015 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2015
1188, Sinop ,, 17/04/2015 ,   Yok ,Gasp,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2015
1189, Sinop , Resit , 17/04/2015 ,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2015
1190, Sivas , Resit , 17/06/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2015
1191, Tekirdag , Resit , 17/08/2015 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2015
